Unnamed: 0,budget,genres,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,tagline,vote_average,vote_count,cast,crew,director,important_feature,weighted_avg
205,125000000,"['adventure', 'action', 'crime']",58574,"['detective inspector', 'steampunk', 'criminal mastermind']",en,Sherlock Holmes: A Game of Shadows,"There is a new criminal mastermind at large (Professor Moriarty) and not only is he Holmes’ intellectual equal, but his capacity for evil and lack of conscience may give him an advantage over the  detective.",81.499621,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Lin Pictures"", ""id"": 2723}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Wigram Productions"", ""id"": 23202}]",2011-11-22,334615000,129.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",The game is afoot.,7.0,3886,"['robert downey jr.', 'jude law', 'jared harris']","['hans zimmer', 'guy ritchie', 'joel silver']",Guy Ritchie,detective inspector steampunk criminal mastermind robert downey jr. jude law jared harris hans zimmer guy ritchie joel silver Guy Ritchie adventure action crime,5.057853842888693
206,125000000,"['adventure', 'fantasy', 'action']",18823,"['hades', 'mythology', 'greek mythology']",en,Clash of the Titans,"Born of a god but raised as a man, Perseus is helpless to save his family from Hades, vengeful god of the underworld. With nothing to lose, Perseus volunteers to lead a dangerous mission to defeat Hades before he can seize power from Zeus and unleash hell on earth. Battling unholy demons and fearsome beasts, Perseus and his warriors will only survive if Perseus accepts his power as a god, defies fate and creates his own destiny.",47.686442,"[{""name"": ""The Zanuck Company"", ""id"": 80}, {""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Thunder Road Pictures"", ""id"": 3528}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Moving Picture Company (MPC)"", ""id"": 20478}]",2010-04-01,232713139,106.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Titans will clash.,5.6,2233,"['sam worthington', 'liam neeson', 'ralph fiennes']","['lucinda syson', 'anna pinnock', 'lynn harris']",Louis Leterrier,hades mythology greek mythology sam worthington liam neeson ralph fiennes lucinda syson anna pinnock lynn harris Louis Leterrier adventure fantasy action,3.510235730905255
209,130000000,"['action', 'thriller']",49040,"['assassin', 'wolf', 'maryland']",en,The Bourne Legacy,"New CIA operative, Aaron Cross experiences life-or-death stakes that have been triggered by the previous actions of Jason Bourne.",90.33681,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Dentsu"", ""id"": 6452}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Kennedy/Marshall Company, The"", ""id"": 7383}, {""name"": ""Captivate Entertainment"", ""id"": 25716}]",2012-08-08,276572938,120.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}]",There Was Never Just One,6.0,2651,"['jeremy renner', 'rachel weisz', 'edward norton']","['frank marshall', 'james newton howard', 'ellen chenoweth']",Tony Gilroy,assassin wolf maryland jeremy renner rachel weisz edward norton frank marshall james newton howard ellen chenoweth Tony Gilroy action thriller,3.9388150821333383
212,125000000,"['action', 'adventure', 'science fiction']",435,"['saving the world', 'library', 'cataclysm']",en,The Day After Tomorrow,"After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",41.380094,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Centropolis Entertainment"", ""id"": 347}, {""name"": ""Mark Gordon Productions"", ""id"": 11362}, {""name"": ""Mel's Cite du Cinema"", ""id"": 54502}]",2004-05-26,544272402,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""es"", ""name"": ""Espa\u00f1ol""}]",Where will you be?,6.2,2392,"['dennis quaid', 'jake gyllenhaal', 'emmy rossum']","['harry cohen', 'louis craig', 'harald kloser']",Roland Emmerich,saving the world library cataclysm dennis quaid jake gyllenhaal emmy rossum harry cohen louis craig harald kloser Roland Emmerich action adventure science fiction,3.9257791829168376
213,125000000,"['adventure', 'action', 'thriller']",955,"['terror', 'spain', 'cia']",en,Mission: Impossible II,"With computer genius Luther Stickell at his side and a beautiful thief on his mind, agent Ethan Hunt races across Australia and Spain to stop a former IMF agent from unleashing a genetically engineered biological weapon called Chimera. This mission, should Hunt choose to accept it, plunges him into the center of an international crisis of terrifying magnitude.",54.931334,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Munich Film Partners & Company (MFP) MI2 Productions"", ""id"": 51199}]",2000-05-24,546388105,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Expect the impossible again.,5.9,1928,"['tom cruise', 'dougray scott', 'thandie newton']","['klaus badelt', 'hans zimmer', 'tom cruise']",John Woo,terror spain cia tom cruise dougray scott thandie newton klaus badelt hans zimmer tom cruise John Woo adventure action thriller,3.4946717624474792
215,130000000,"['adventure', 'fantasy', 'action']",1979,"['fire', 'helicopter', 'surfboard']",en,4: Rise of the Silver Surfer,"The Fantastic Four return to the big screen as a new and all powerful enemy threatens the Earth. The seemingly unstoppable 'Silver Surfer', but all is not what it seems and there are old and new enemies that pose a greater threat than the intrepid superheroes realize.",60.810723,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""1492 Pictures"", ""id"": 436}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Constantin Film Produktion"", ""id"": 5755}, {""name"": ""Bernd Eichinger Productions"", ""id"": 10881}, {""name"": ""Marvel Enterprises"", ""id"": 19551}]",2007-06-13,289047763,92.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ar"", ""name"": ""\u0627\u0644\u0639\u0631\u0628\u064a\u0629""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Discover the secret of the Surfer.,5.4,2589,"['ioan gruffudd', 'jessica alba', 'chris evans']","['michael mccusker', 'michael mccusker', 'bernd eichinger']",Tim Story,fire helicopter surfboard ioan gruffudd jessica alba chris evans michael mccusker michael mccusker bernd eichinger Tim Story adventure fantasy action,3.5610527540487324
216,120000000,"['adventure', 'drama', 'action']",87827,"['ocean', 'shipwreck', 'hindu']",en,Life of Pi,"The story of an Indian boy named Pi, a zookeeper's son who finds himself in the company of a hyena, zebra, orangutan, and a Bengal tiger after a shipwreck sets them adrift in the Pacific Ocean.",51.328145,"[{""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Ingenious Media"", ""id"": 290}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Big Screen Productions"", ""id"": 10893}, {""name"": ""Haishang Films"", ""id"": 13480}]",2012-11-20,609016565,127.0,"[{""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}, {""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""hi"", ""name"": ""\u0939\u093f\u0928\u094d\u0926\u0940""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}, {""iso_639_1"": ""ta"", ""name"": ""\u0ba4\u0bae\u0bbf\u0bb4\u0bcd""}]",Believe The Unbelievable,7.2,5797,"['suraj sharma', 'irrfan khan', 'ayush tandon']","['avy kaufman', 'anna pinnock', 'ang lee']",Ang Lee,ocean shipwreck hindu suraj sharma irrfan khan ayush tandon avy kaufman anna pinnock ang lee Ang Lee adventure drama action,5.693866757628026
218,120000000,"['action', 'thriller']",324668,"['assassin', 'amnesia', 'flashback']",en,Jason Bourne,The most dangerous former operative of the CIA is drawn out of hiding to uncover hidden truths about his past.,62.641286,"[{""name"": ""The Kennedy/Marshall Company"", ""id"": 862}, {""name"": ""Captivate Entertainment"", ""id"": 25716}, {""name"": ""Pearl Street Films"", ""id"": 29313}, {""name"": ""Double Negative"", ""id"": 31922}, {""name"": ""Perfect World (Beijing) Pictures Co."", ""id"": 83871}]",2016-07-27,415484914,123.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",You know his name,5.9,2341,"['matt damon', 'alicia vikander', 'tommy lee jones']","['francine maisler', 'frank marshall', 'matt damon']",Paul Greengrass,assassin amnesia flashback matt damon alicia vikander tommy lee jones francine maisler frank marshall matt damon Paul Greengrass action thriller,3.7310606264559487
220,130000000,"['science fiction', 'adventure', 'mystery']",70981,"['android', 'dystopia', 'alien']",en,Prometheus,"A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race.",68.889395,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Brandywine Productions"", ""id"": 19747}]",2012-05-30,403170142,124.0,"[{""iso_639_1"": ""gd"", ""name"": """"}, {""iso_639_1"": ""en"", ""name"": ""English""}]",The Search for Our Beginning Could Lead to Our End.,6.3,5080,"['noomi rapace', 'michael fassbender', 'guy pearce']","['avy kaufman', 'dariusz wolski', 'ridley scott']",Ridley Scott,android dystopia alien noomi rapace michael fassbender guy pearce avy kaufman dariusz wolski ridley scott Ridley Scott science fiction adventure mystery,4.8796365540983775
222,115000000,"['science fiction', 'action', 'drama']",68724,"['dystopia', 'space station', 'class conflict']",en,Elysium,"In the year 2159, two classes of people exist: the very wealthy who live on a pristine man-made space station called Elysium, and the rest, who live on an overpopulated, ruined Earth. Secretary Rhodes (Jodie Foster), a hard line government ofﬁcial, will stop at nothing to enforce anti-immigration laws and preserve the luxurious lifestyle of the citizens of Elysium. That doesn’t stop the people of Earth from trying to get in, by any means they can. When unlucky Max (Matt Damon) is backed into a corner, he agrees to take on a daunting mission that, if successful, will not only save his life, but could bring equality to these polarized worlds.",67.33767,"[{""name"": ""TriStar Pictures"", ""id"": 559}, {""name"": ""Media Rights Capital"", ""id"": 2531}, {""name"": ""Sony Pictures Entertainment (SPE)"", ""id"": 7431}, {""name"": ""QED International"", ""id"": 11029}, {""name"": ""Alpha Core"", ""id"": 18209}, {""name"": ""Genre Films"", ""id"": 28788}, {""name"": ""Simon Kinberg Productions"", ""id"": 31076}]",2013-08-07,286140700,109.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",He can save us all.,6.4,3439,"['matt damon', 'jodie foster', 'sharlto copley']","['francine maisler', 'philip ivey', 'lee smith']",Neill Blomkamp,dystopia space station class conflict matt damon jodie foster sharlto copley francine maisler philip ivey lee smith Neill Blomkamp science fiction action drama,4.504774955969074
224,120000000,"['action', 'science fiction']",97020,"['cyborg', 'future', 'dystopia']",en,RoboCop,"In RoboCop, the year is 2028 and multinational conglomerate OmniCorp is at the center of robot technology.  Overseas, their drones have been used by the military for years, but have been forbidden for law enforcement in America.  Now OmniCorp wants to bring their controversial technology to the home front, and they see a golden opportunity to do it.  When Alex Murphy – a loving husband, father and good cop doing his best to stem the tide of crime and corruption in Detroit – is critically injured, OmniCorp sees their chance to build a part-man, part-robot police officer.  OmniCorp envisions a RoboCop in every city and even more billions for their shareholders, but they never counted on one thing: there is still a man inside the machine.",66.757869,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Strike Entertainment"", ""id"": 655}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]",2014-01-30,242688965,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",We've got the future under control.,5.7,2342,"['joel kinnaman', 'gary oldman', 'michael keaton']","['francine maisler', 'april ferry', 'roger birnbaum']",José Padilha,cyborg future dystopia joel kinnaman gary oldman michael keaton francine maisler april ferry roger birnbaum José Padilha action science fiction,3.6201430215107955
228,120000000,"['action', 'science fiction', 'adventure']",75612,"['spacecraft', 'dystopia', 'space']",en,Oblivion,"Jack Harper is one of the last few drone repairmen stationed on Earth.  Part of a massive operation to extract vital resources after decades of war with a terrifying threat known as the Scavs, Jack’s mission is nearly complete.  His existence is brought crashing down when he rescues a beautiful  stranger from a downed spacecraft.  Her arrival triggers a chain of events that  forces him to question everything he knows and puts the fate of humanity in his hands.",67.698004,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Chernin Entertainment"", ""id"": 7076}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Monolith Pictures (III)"", ""id"": 19647}, {""name"": ""Radical Studios"", ""id"": 19648}]",2013-04-10,286168572,124.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Earth is a memory worth fighting for,6.4,4800,"['tom cruise', 'morgan freeman', 'olga kurylenko']","['richard francis-bruce', 'marlene stewart', 'duncan henderson']",Joseph Kosinski,spacecraft dystopia space tom cruise morgan freeman olga kurylenko richard francis-bruce marlene stewart duncan henderson Joseph Kosinski action science fiction adventure,4.891991049421814
